小韻號,藤田條目號,韻目原貌,音韻地位,代表字,反切上字,反切下字,反切上字-又,反切下字-又,直音,反切上字地位,反切下字地位,反切上字地位-又,反切下字地位-又,對應廣韻小韻號,兩家差異注釋,代表字釋義,代表字釋義-又（又 = 李永富資料之與前一列不同者）
1740,10527,有,知三尤上,肘,陟,柳,,,,知開三蒸入,來三尤上,,,1931,,陟柳反.二.,
1741,10529,有,曉三C尤上,朽,許,久,,,,曉開三C魚上,見三C尤上,,,1932,,爛.許久反.三.,
1742,10532,有,見三C尤上,久,舉,有,,,,見開三C魚上,云三C尤上,,,1933,,舉有反.五.,
1743,10538,有,書三尤上,首,書,久,,九,,書開三魚平,見三C尤上,,,1934,,古作𩠐.書久反.四.,古作𩠐.書九反.四.
1744,10543,有,昌三尤上,醜,處,久,,,,昌開三魚上,見三C尤上,,,1935,,處久反.一.,
1745,10545,有,從三尤上,湫,在,久,,,,從開一咍上,見三C尤上,,,1936,,泄水瀆.在久反.又子小反.一.,泄水瀆.在久反.又子了反.湫隘.一.
1746,10547,有,並三C尤上,婦,房,久,,,,並三C陽平,見三C尤上,,,1937,,房久反.七.,
1747,10558,有,幫三C尤上,缶,方,久,,,,幫三C陽平,見三C尤上,,,1938,,瓦噐.方久反.三.,瓦器.方久反.三.
1748,10567,有,日三尤上,蹂,人,久,,,,日開三真平,見三C尤上,,,1940,,践.人久反.二.,踐.人久反.二.
1749,10572,有,溪三C尤上,糗,去,久,,,,溪開三C魚去,見三C尤上,,,1939,,乾餅屑.去久反.一.,乾飯屑.去久反.一.
1750,10573,有,羣三C尤上,舅,巨,久,,,,羣開三C魚上,見三C尤上,,,1941,,巨久反.六.,
1751,10580,有,澄三尤上,紂,直,柳,,,,澄開三蒸入,來三尤上,,,1942,,直柳反.三.,
1752,10584,有,以三尤上,酉,与,久,,,,以開三魚上,見三C尤上,,,1943,,与久反.七.,与久反.八.
1753,10597,有,心三尤上,滫,息,有,,,,心開三蒸入,云三C尤上,,,1945,,溲麺.息有反.一.,𣸈麵.息有反.一.
1754,10599,有,常三尤上,受,植,酉,,,,常開三蒸入,以三尤上,,,1944,,植酉反.三.,
1755,10603,有,影三C尤上,䬀,扵,柳,,,,影開三C魚平,來三尤上,,,1946,,〻瀏.扵柳反.二.,䬀瀏.扵柳反.二.
1756,10606,有,精三尤上,酒,子,酉,,,,精開三之上,以三尤上,,,1947,,子酉反.一.,
1757,10607,有,生三尤上,溲,踈,有,,,,生開三魚平,云三C尤上,,,1948,,〻麺.踈有反.一.,𣸈麵.踈有反.一.
1758,10608,有,章三尤上,帚,之,久,,,,章開三之平,見三C尤上,,,1949,,之久反.一.,
1759,10613,厚,匣一侯上,厚,胡,口,,,,匣一模平,溪一侯上,,,1955,,胡口反.四.,
1760,10618,厚,明一侯上,母,莫,厚,,,,明一唐入,匣一侯上,,,1956,,莫厚反.六.,
1761,10627,厚,並一侯上,部,蒲,口,,,,並一模平,溪一侯上,,,1957,,蒲口反.七.,伍.蒲口反.七.
1762,10635,厚,端一侯上,斗,當,口,,,,端開一唐平,溪一侯上,,,1958,,當口反.四.,十升.當口反.四.
1763,10640,厚,透一侯上,𪌘,他,后,,,,透開一歌平,匣一侯上,,,1959,,䴺𪌘.他后反.三.,
1764,10646,厚,見一侯上,苟,古,厚,,,,見一模上,匣一侯上,,,1960,,且.古厚反.七.,且.古厚反.八.
1765,10657,厚,疑一侯上,藕,五,口,,,,疑一模上,溪一侯上,,,1961,,五口反.三.,
1766,10662,厚,幫一侯上,㨐,方,垢,,,,幫三C陽平,見一侯上,,,1962,,衣上撃.方垢反.二.,衣上擊.方垢反.二.
1767,10664,厚,泥一侯上,㝅,乃,后,,,,泥開一咍上,匣一侯上,,,1963,,乳.乃后反.一.,
1768,10668,厚,心一侯上,叟,蘇,后,,,,心一模平,匣一侯上,,,1964,,老叟.蘇后反.七.,老叜.蘇后反.六.
1769,10679,厚,曉一侯上,吼,呼,后,,,,曉一模平,匣一侯上,,,1965,,牛鳴.呼后反.一.,
1770,10683,厚,滂一侯上,剖,普,厚,,,,滂一模上,匣一侯上,,,1966,,普厚反.三.,
1771,10687,厚,影一侯上,歐,烏,口,,厚,,影一模平,溪一侯上,,匣一侯上,1967,,吐.烏口反.三.,吐.烏厚反.三.
1772,10692,厚,來一侯上,塿,盧,斗,,,,來一模平,端一侯上,,,1968,,㟝塿.盧斗反.五.,培塿.盧斗反.五.
1773,10700,厚,精一侯上,走,子,厚,,,,精開三之上,匣一侯上,,,1969,,子厚反.一.,
1774,10701,厚,溪一侯上,口,苦,厚,,,,溪一模上,匣一侯上,,,1970,,苦厚反.六.,苦厚反.五.
1775,10709,厚,定一侯上,䕆,徒,口,,,,定一模平,溪一侯上,,,1971,,圎草褥.徒口反.三.,圓草褥.徒口反.三.
1776,10714,厚,從一侯上,鯫,士,垢,,,,崇開三之上,見一侯上,,,1972,,魚名.一曰人姓漢有鯫生.士垢反.又士溝反.一.,
1777,10717,黝,影開三A幽上,黝,扵,糺,,,,影開三C魚平,見開三A幽上,,,1974,,黒.扵糺反.又益𢎯反.二.,黑.扵糺反.又益夷反.二.
1778,10722,黝,精開三幽上,愀,兹,糺,,,,精開三之平,見開三A幽上,,,31876,,變色.兹糺反.又在由子了二反.一.,
1779,10723,黝,見開三A幽上,糺,居,黝,,,,見開三C魚平,影開三A幽上,,,1975,,居黝反.二.,
1780,10727,寑,清開三侵上,寑,七,稔,,,,清開三真入,日開三侵上,,,1977,,室.七稔反.三.,
1781,10733,寑,澄開三侵上,朕,直,稔,,,,澄開三蒸入,日開三侵上,,,1978,,古作𦨶.直稔反.一.,
1782,10734,寑,溪開三B侵上,坅,丘,甚,,,,溪三C尤平,常開三侵上,,,1979,,坎.丘甚反.一.,
1783,10735,寑,來開三侵上,廪,力,稔,,,,來開三蒸入,日開三侵上,,,1980,,倉.力稔反.四.,
1784,10742,寑,心開三侵上,罧,斯,甚,,,,心開三支平,常開三侵上,,,1981,,積柴取魚.斯甚反.一.,
1785,10744,寑,精開三侵上,䤐,子,朕,,,,精開三之上,澄開三侵上,,,1983,,小甜.子朕反.一.,
1786,10746,寑,徹開三侵上,踸,褚,甚,,,,徹開三魚上,常開三侵上,,,1982,,〻踔行無常㒵.褚甚反.一.,踸踔行無常皃.褚甚反.一.
1787,10747,寑,日開三侵上,荏,如,甚,,,,日開三魚平,常開三侵上,,,1984,,菜.如甚反.五.,
1788,10756,寑,章開三侵上,枕,之,稔,,,,章開三之平,日開三侵上,,,1985,,之稔反.二.,
1789,10759,寑,書開三侵上,沈,式,稔,,,,書開三蒸入,日開三侵上,,,1986,,古㑅邥.式稔反.五.,古作邥.式稔反.五.
1790,10768,寑,常開三侵上,甚,植,枕,,,,常開三蒸入,章開三侵上,,,1988,,植枕反.一.,
1791,10770,寑,船開三侵上,椹,食,稔,,,,船開三蒸入,日開三侵上,,,1987,,食稔反.一.,
1792,10771,寑,昌開三侵上,瀋,尺,甚,,,,昌開三清入,常開三侵上,,,1989,,汁.尺甚反.一.,
1793,10772,寑,初開三侵上,墋,初,朕,,,,初開三魚平,澄開三侵上,,,1990,,圡.初朕反.二.,土.初朕反.二.
1794,10775,寑,孃開三侵上,拰,尼,甚,,,,孃開三脂平,常開三侵上,,,1991,,〻搦.尼甚反.一.,拰搦.尼甚反.一.
1795,10776,寑,羣開三B侵上,噤,渠,飲,,,,羣開三C魚平,影開三B侵上,,,1992,,寒.渠飲反.口噤.二.,
1796,10780,寑,見開三B侵上,錦,居,飲,,,,見開三C魚平,影開三B侵上,,,1993,,居飲反.一.,
1797,10781,寑,疑開三B侵上,僸,牛,錦,,飲,,疑三C尤平,見開三B侵上,,影開三B侵上,1995,,仰頭㒵.牛錦反.一.,仰頭皃.牛飲反.一.
1798,10783,寑,從開三侵上,蕈,慈,錦,,,,從開三之平,見開三B侵上,,,1994,,菌生木上.慈錦反.一.,
1799,10784,寑,生開三侵上,㾕,踈,錦,,,,生開三魚平,見開三B侵上,,,1996,,寒㒵.踈錦反.一.,寒皃.踈錦反.一.
1800,10786,寑,幫三B侵上,禀,筆,錦,,,,幫三B真入,見開三B侵上,,,1997,,供穀.筆錦反.一.,
1801,10787,寑,影開三B侵上,飲,扵,錦,,,,影開三C魚平,見開三B侵上,,,1998,,扵錦反.一.,
1802,10789,寑,滂三B侵上,品,丕,飲,披,錦,,滂三B脂平,影開三B侵上,滂三B支平,見開三B侵上,1999,,丕飲反.一.,披錦反.一.
1803,10791,寑,曉開三B侵上,廞,虚,錦,,,,曉開三C魚平,見開三B侵上,,,2001,藤田無此小韻,虚錦反.又虚金反.陳車服.一.,
1804,10794,琰,以開三鹽上,琰,以,冉,,,,以開三之上,日開三鹽上,,,2033,,玉.以冉反.三.,玉.以冉反.四.
1805,10801,琰,來開三鹽上,斂,力,冉,,,,來開三蒸入,日開三鹽上,,,2034,,力冉反.二.,
1806,10808,琰,曉開三B鹽上,險,虚,撿,,,,曉開三C魚平,見開三B鹽上,,,2035,,虚撿反.四.,
1807,10813,琰,幫三B鹽上,貶,方,冉,,,,幫三C陽平,日開三鹽上,,,2036,,方冉反.一.,
1808,10814,琰,溪開三B鹽上,𩑳,丘,撿,,,,溪三C尤平,見開三B鹽上,,,2038,,〻顩不平.丘撿反.二.,𩑳顩不平.丘撿反.二.
1809,10816,琰,疑開三B鹽上,儼,魚,撿,,,,疑開三C魚平,見開三B鹽上,,,2039,,敬.魚撿反.六.,
1810,10825,琰,羣開三B鹽上,儉,巨,險,,,,羣開三C魚上,曉開三B鹽上,,,2040,,巨險反.二.,
1811,10827,琰,見開三B鹽上,撿,居,儼,,,,見開三C魚平,疑開三B鹽上,,,2041,,〻挍.居儼反.三.,撿挍.居儼反.三.
1812,10830,琰,影開三A鹽上,黶,扵,琰,,,,影開三C魚平,以開三鹽上,,,2042,,面有黒子.扵琰反.三.,面有黑子.扵琰反.三.
1813,10837,琰,日開三鹽上,冉,而,琰,,,,日開三之平,以開三鹽上,,,2043,,而琰反.四.,
1814,10845,琰,書開三鹽上,陜,失,冉,,,,書開三真入,日開三鹽上,,,2044,,縣名在弘農.失冉反.二.,
1815,10850,琰,徹開三鹽上,謟,丑,琰,,,,徹三尤上,以開三鹽上,,,2045,李永富無此小韻,丑琰反.一.,
1816,10852,琰,影開三B鹽上,奄,應,儉,,,,影開三C蒸去,羣開三B鹽上,,,2046,,應儉反.五.,
1817,10867,琰,從開三鹽上,漸,自,染,,,,從開三脂去,日開三鹽上,,,2047,,自染反.二.,
1818,10877,忝,透開四添上,忝,他,玷,,,,透開一歌平,端開四添上,,,2052,,他玷反.二.,
1819,10880,忝,泥開四添上,淰,乃,簟,,,,泥開一咍上,定開四添上,,,2053,,水𣴑㒵.乃簟反.三.,水流皃.乃簟反.三.
1820,10883,忝,端開四添上,㸃,多,忝,,,,端開一歌平,透開四添上,,,2054,,〻𦘕.多忝反.四.,㸃畫.多忝反.四.
1821,10887,忝,定開四添上,簟,徒,玷,,,,定一模平,端開四添上,,,2055,,席.徒玷反.二.,席.徒玷反.三.
1822,10892,忝,溪開四添上,嗛,苦,簟,,,,溪一模上,定開四添上,,,2056,,𫞤蔵食𠁅.苦簟反.三.,猨藏食處.苦簟反.三.
1823,10895,忝,來開四添上,稴,盧,忝,,,,來一模平,透開四添上,,,2057,,禾稀.盧忝反.一.,
1824,10896,忝,匣開四添上,鼸,下,忝,,,,匣開二麻上,透開四添上,,,2058,,鼠名.下忝反.一.,
1825,10901,拯,章開三蒸上,拯,,,,,無反語，取蒸之上聲,,,,,1919,,救.無反語取蒸之上聲.一.,
1826,10902,等,端開一登上,等,多,肯,,,,端開一歌平,溪開一登上,,,1923,,齊.多肯反.一.,齊.多肯反.又多改反.一.
1827,10903,等,滂一登上,倗,普,等,,,,滂一模上,端開一登上,,,1924,,不肯.普等反.一.,
1828,10904,等,溪開一登上,肯,苦,等,,,,溪一模上,端開一登上,,,1925,,可.苦等反.一.,
1829,10906,豏,匣開二咸上,豏,下,斬,,,,匣開二麻上,莊開二咸上,,,2065,,豆半生.下斬反.四.,
1830,10911,豏,澄開二咸上,湛,徒,減,,,,定一模平,見開二咸上,,,2066,,水㒵.徒減反.又徒感直心二反.二.,水皃.徒減反.又徒感直心二反.二.
1831,10913,豏,溪開二咸上,㦿,苦,減,,,,溪一模上,見開二咸上,,,2067,,牖.一曰小戸.苦減反.一.,
1832,10916,豏,見開二咸上,鹻,古,斬,,,,見一模上,莊開二咸上,,,2068,,鹹.古斬反.二.,
1833,10920,豏,崇開二咸上,瀺,士,減,,,,崇開三之上,見開二咸上,,,2069,,〻灂.士減反.一.,瀺灂.士減反.一.
1834,10922,豏,莊開二咸上,斬,阻,減,,,,莊開三魚上,見開二咸上,,,2071,,阻減反.一.,
1835,10923,豏,初開二咸上,䑎,初,減,,,,初開三魚平,見開二咸上,,,2072,,臉𦢙羮.初減反.一.,臉䑎羮.初減反.一.
1836,10924,豏,來開二咸上,臉,力,減,,,,來開三蒸入,見開二咸上,,,2070,,力減反.一.,
1837,10925,豏,曉開二咸上,闞,火,斬,,,,曉合一歌上,莊開二咸上,,,2073,,虎聲.火斬反.又火㩜苦暫二反.二.,虎聲.火斬反.又火檻苦暫二反.二.
1838,10927,豏,生開二咸上,摻,所,斬,,,,生開三魚上,莊開二咸上,,,2074,,執袂.所斬反.又沙㩜反.一.,執袪.所斬反.又沙檻反.一.
1839,10931,檻,匣開二銜上,檻,胡,黤,,,,匣一模平,影開二銜上,,,2079,,欄.胡黤反.五.,
1840,10939,檻,溪開二銜上,䫡,丘,檻,,,,溪三C尤平,匣開二銜上,,,2080,,長面㒵.丘檻反.又五咸反.一.,長面皃.丘檻反.又五咸反.一.
1841,10940,檻,生開二銜上,㨻,山,檻,,,,生開二山平,匣開二銜上,,,2081,,斬取.山檻反.二.,
1842,10942,檻,影開二銜上,黤,扵,檻,,,,影開三C魚平,匣開二銜上,,,2082,,青黒.扵檻反.二.,青黑.扵檻反.二.
1843,10945,檻,初開二銜上,醶,初,檻,,,,初開三魚平,匣開二銜上,,,2083,,酢漿.初檻反.一.,
1844,10946,檻,曉開二銜上,㺖,荒,檻,,,,曉合一唐平,匣開二銜上,,,2084,,小犬吠.荒檻反.一.,
1845,10953,范,並三C凡上,范,,,,,無反語，取凡之上聲,,,,,2086,,姓.無反語取凡之上聲.四.,姓.無反語取凡之上聲.三.
1846,10961,送,心一東去,送,蘇,弄,,,,心一模平,來一東去,,,2092,,遣.蘇弄反.一.,
1847,10962,送,並三C東去,鳳,馮,貢,,,,並三C東平,見一東去,,,2093,,馮貢反.一.,
1848,10963,送,見一東去,貢,古,送,,,,見一模上,心一東去,,,2094,,獻.古送反.四.,
1849,10973,送,來一東去,弄,盧,貢,,,,來一模平,見一東去,,,2095,,盧貢反.四.,玩.盧貢反.五.
1850,10978,送,端一東去,涷,多,貢,,,,端開一歌平,見一東去,,,2096,,瀑雨.又水名出發鳩山.多貢反.三.,瀑雨.又水名出發鳩山.
1851,10983,送,溪一東去,控,苦,貢,,,,溪一模上,見一東去,,,2097,,引.苦貢反.四.,
1852,10987,送,精一東去,糉,作,弄,,,,精開一唐入,來一東去,,,2098,,蘆葉裹米.作弄反.四.,蘆葉裹米.作弄反.五.
1853,10992,送,影一東去,甕,烏,貢,,,,影一模平,見一東去,,,2099,,烏貢反.二.,瓦器.烏貢反.二.
1854,10995,送,清一東去,𧩟,千,弄,,,,清開四先平,來一東去,,,2100,,〻詷言急.千弄反.一.,𧩪詷言急.千弄反.一.
1855,10996,送,定一東去,洞,徒,弄,,,,定一模平,來一東去,,,2101,,穴.又洞𨓍.徒弄反.十.,穴.又洞庭.徒弄反.五.
1856,11009,送,透一東去,痛,他,弄,,,,透開一歌平,來一東去,,,2102,,他弄反.一.,
1857,11011,送,澄三東去,仲,直,衆,,,,澄開三蒸入,章三東去,,,2103,,直衆反.一.,
1858,11012,送,幫三C東去,諷,方,鳳,,,,幫三C陽平,並三C東去,,,2104,,方鳳反.一.,
1859,11013,送,溪三C東去,焪,去,諷,,,,溪開三C魚去,幫三C東去,,,2105,,火乾物.去諷反.一.,
1860,11015,送,明三C東去,夢,莫,鳳,,諷,,明一唐入,並三C東去,,幫三C東去,2106,,莫鳳反.四.,不明.莫諷反.四.
1861,11020,送,曉三C東去,𧽒,香,仲,,,,曉開三C陽平,澄三東去,,,2107,,香仲反.一.,香仲反.二.
1862,11022,送,明一東去,𢄐,莫,弄,,,,明一唐入,來一東去,,,2108,,〻縠蓋巾.莫弄反.二.,𢄐縠蓋巾.莫弄反.三.
1863,11025,送,滂三C東去,賵,撫,諷,,,,滂三C虞上,幫三C東去,,,2110,,車馬助喪賻.撫諷反.一.,車馬助喪賻.撫諷反.二.
1864,11027,送,清三東去,趥,千,仲,,,,清開四先平,澄三東去,,,2109,,行㒵.千仲反.一.,行皃.千仲反.一.
1865,11028,送,知三東去,中,陟,仲,,,,知開三蒸入,澄三東去,,,2112,,陟仲反.又陟隆反.二.,當.陟仲反.又陟隆反.二.
1866,11030,送,匣一東去,哄,胡,貢,,,,匣一模平,見一東去,,,2113,,唱聲.胡貢反.一.,唱聲.胡貢反.二.
1867,11032,送,泥一東去,齈,奴,凍,,,,泥一模平,端一東去,,,2114,,鼻涕.奴凍反.一.,鼻涕.奴凍反.二.
1868,11034,送,章三東去,衆,之,仲,,,,章開三之平,澄三東去,,,2115,,多.之仲反.又之融反.一.,
1869,11035,送,昌三東去,銃,充,仲,,,,昌三東平,澄三東去,,,2116,藤田無此小韻,𨥲.充仲反.一.,
1870,11036,送,崇三東去,㓽,仕,仲,,,,崇開三之上,澄三東去,,,2117,藤田無此小韻,仕仲反.一.,
1871,11037,送,曉一東去,戇,呼,貢,,,,曉一模平,見一東去,,,2118,藤田無此小韻,𢙱戇.呼貢反.又丁降反.一.,
1872,11038,宋,心一冬去,宋,蘇,統,,,,心一模平,透一冬去,,,2119,,蘇統反.一.,
1873,11040,宋,精一冬去,綜,子,宋,,,,精開三之上,心一冬去,,,2120,,機縷.子宋反.二.,
1874,11042,宋,透一冬去,統,他,宋,,,,透開一歌平,心一冬去,,,2121,,他宋反.二.,紀.他宋反.二.
1875,11047,用,以三鍾去,用,余,共,,,,以開三魚平,羣三C鍾去,,,2124,,余共反.一.,
1876,11049,用,邪三鍾去,頌,似,用,,,,邪開三之上,以三鍾去,,,2125,,似用反.三.,
1877,11052,用,並三C鍾去,俸,房,用,,,,並三C陽平,以三鍾去,,,2126,,秩俸.房用反.二.,
1878,11055,用,羣三C鍾去,共,渠,用,,,,羣開三C魚平,以三鍾去,,,2127,,渠用反.一.,
1879,11056,用,幫三C鍾去,葑,方,用,,,,幫三C陽平,以三鍾去,,,2128,,菰根.方用反.二.,
1880,11058,用,見三C鍾去,供,居,用,,,,見開三C魚平,以三鍾去,,,2129,,設.居用反.又居容反.一.,
1881,11059,用,影三C鍾去,雍,扵,用,,,,影開三C魚平,以三鍾去,,,2130,,扵用反.一.,扵用反.又於容反.一.
1882,11060,用,精三鍾去,縱,子,用,,,,精開三之上,以三鍾去,,,2132,,子用反.又子容反.一.,子用反.又子容反.二.
1883,11062,用,知三鍾去,湩,竹,用,,,,知三東入,以三鍾去,,,2131,,乳汁.竹用反.又都貢反.一.,
1884,11063,用,徹三鍾去,儱,他,用,,,,透開一歌平,以三鍾去,,,2133,,行不正.他用反.一.,
1885,11064,用,日三鍾去,䩸,而,用,,,,日開三之平,以三鍾去,,,2134,,鞌毳飾.而用反.一.,
1886,11066,用,章三鍾去,種,之,用,,,,章開三之平,以三鍾去,,,2135,,之用反.又之隴反.一.,
1887,11067,用,澄三鍾去,重,治,用,,,,澄開三之平,以三鍾去,,,2136,,治用反.又治容反.一.,
1888,11069,用,來三鍾去,贚,良,用,,,,來開三陽平,以三鍾去,,,2137,,貧.良用反.一.,
1889,11073,用,徹三鍾去,憃,丑,用,,,,徹三尤上,以三鍾去,,,2133,藤田無此小韻,愚.丑用反.又丑江反.一.,
1890,11074,絳,見二江去,絳,古,巷,,,,見一模上,匣二江去,,,2141,,赤色.古巷反.三.,
1891,11078,絳,匣二江去,巷,胡,降,,,,匣一模平,見二江去,,,2142,,胡降反.一.,胡降反.二.
1892,11081,絳,知二江去,戇,丁,降,,,,端開四青平,見二江去,,,2143,,愚.丁降反.又呼貢反.一.,
1893,11082,絳,崇二江去,漴,士,降,,,,崇開三之上,見二江去,,,2146,,水𠩄衝.士降反.一.,水所衝.士降反.一.
1894,11083,絳,澄二江去,䡴,直,降,,,,澄開三蒸入,見二江去,,,2144,,衝城戰車.直降反.三.,
1895,11087,絳,徹二江去,𥈄,丑,降,,,,徹三尤上,見二江去,,,2145,,直視.丑降反.一.,
1896,11088,絳,滂二江去,肨,匹,降,,,,滂三A真入,見二江去,,,2147,,〻脹臭.匹降反.一.,肨脹臭.匹降反.一.
1897,11090,寘,章開三支去,寘,支,義,,,,章開三支平,疑開三B支去,,,2150,,支義反.四.,
1898,11097,寘,並三A支去,避,婢,義,,,,並三A支上,疑開三B支去,,,2151,,婢義反.一.,違.婢義反.一.
1899,11099,寘,章合三支去,惴,之,睡,,,,章開三之平,常合三支去,,,2152,,憂懼.之睡反.一.,
1900,11101,寘,來開三支去,詈,力,智,,,,來開三蒸入,知開三支去,,,2153,,罵詈.力智反.三.,
1901,11107,寘,常開三支去,豉,是,義,,,,常開三支上,疑開三B支去,,,2154,,鹽豉.是義反.一.,
1902,11111,寘,精開三支去,積,紫,智,,,,精開三支上,知開三支去,,,2155,,委積.紫智反.又子昔反.二.,
1903,11116,寘,心開三支去,賜,斯,義,,,,心開三支平,疑開三B支去,,,2156,,与.斯義反.三.,與.斯義反.三.
1904,11120,寘,云合三B支去,爲,榮,偽,,,,云合三B庚平,疑合三B支去,,,2157,,助.榮偽反.又榮危反.一.,
1905,11121,寘,見合三B支去,䞈,詭,偽,,,,見合三B支上,疑合三B支去,,,2158,,賭.詭偽反.一.,
1906,11126,寘,滂三B支去,帔,披,義,,,,滂三B支平,疑開三B支去,,,2159,,衣帔.披義反.一.,
1907,11129,寘,幫三B支去,賁,彼,義,,,,幫三B支上,疑開三B支去,,,2160,,卦名.彼義反.三.,卦名.彼義反.又博昆反.三.
1908,11135,寘,並三B支去,髲,皮,義,,,,並三B支平,疑開三B支去,,,2161,,髮.皮義反.四.,
1909,11141,寘,來合三支去,累,羸,偽,,,,來合三支平,疑合三B支去,,,2162,,羸偽反.一.,羸偽反.又力委反.一.
1910,11142,寘,見開三B支去,寄,居,義,,,,見開三C魚平,疑開三B支去,,,2163,,居義反.二.,
1911,11145,寘,幫三A支去,臂,卑,義,,,,幫三A支平,疑開三B支去,,,2164,,卑義反.一.,
1912,11146,寘,羣開三B支去,芰,竒,寄,,,,羣開三B支平,見開三B支去,,,2165,,菱.竒寄反.二.,
1913,11153,寘,清開三支去,刺,此,豉,,,,清開三支上,常開三支去,,,2166,,針刾.俗作刾.此豉反.又七亦反.五.,針刺.俗作刾.此豉反.又七亦反.五.
1914,11162,寘,以開三支去,易,以,豉,,,,以開三之上,常開三支去,,,2167,,難易.以豉反.又以益反.一.,難易.以豉反.又以益反.二.
