頁,行,音韻地位描述,聲調,韻目,序数,小韻,音類,字頭,釋義
108,34,定開四青平,平,青,6240,4,定4開,葶,葶藶.
108,35,定開四青平,平,青,6241,4,定4開,筳,竹筳.
108,36,定開四青平,平,青,6242,4,定4開,𠅘,.
108,37,定開四青平,平,青,6243,4,定4開,聤,耳出汁.
108,38,定開四青平,平,青,6244,4,定4開,霆,雷霆.
108,39,定開四青平,平,青,6245,4,定4開,挺,縣名在膠東.
108,40,定開四青平,平,青,6246,4,定4開,楟,木名.
108,51,端開四青平,平,青,6257,5,端4開,丁,當經反.二.
108,52,端開四青平,平,青,6258,5,端4開,釘,.
108,56,曉開四青平,平,青,6262,6,曉4開,馨,呼刑反.二.
108,57,曉開四青平,平,青,6263,6,曉4開,𠷓,語爾聲.
109,1,心開四青平,平,青,6265,7,心4開,星,桑經反.八.
109,2,心開四青平,平,青,6266,7,心4開,腥,豕息肉.又先定反.
109,3,心開四青平,平,青,6267,7,心4開,胜,犬膏臭.
109,5,心開四青平,平,青,6269,7,心4開,鯹,魚鯹.
109,6,心開四青平,平,青,6270,7,心4開,𥠀,稀.
109,7,心開四青平,平,青,6271,7,心4開,醒,醒酒.又息定反.
109,8,心開四青平,平,青,6272,7,心4開,鉎,鐵鉎.又所庚反.
109,9,心開四青平,平,青,6273,7,心4開,篂,箳篂別駕車.
109,11,滂四青平,平,青,6275,8,滂4,竮,竛竮行不正.或作俜.普丁反.二.
109,12,滂四青平,平,青,6276,8,滂4,甹,甹夆掣曳.
109,17,來開四青平,平,青,6281,9,來4開,靈,郎丁反.二十八.
109,18,來開四青平,平,青,6282,9,來4開,柃,柃檻階際欄.
109,19,來開四青平,平,青,6283,9,來4開,舲,舟有窓.
109,20,來開四青平,平,青,6284,9,來4開,齡,齡年.
109,21,來開四青平,平,青,6285,9,來4開,囹,囹圄.
109,22,來開四青平,平,青,6286,9,來4開,零,零落.
109,23,來開四青平,平,青,6287,9,來4開,麢,麢羊.
109,24,來開四青平,平,青,6288,9,來4開,鴒,𪃹鴒鳥名.
109,25,來開四青平,平,青,6289,9,來4開,䉁,竹名.
109,26,來開四青平,平,青,6290,9,來4開,蛉,螟蛉小青蟲.
109,27,來開四青平,平,青,6291,9,來4開,鈴,似鍾而小.
109,28,來開四青平,平,青,6292,9,來4開,醽,渌酒.
109,29,來開四青平,平,青,6293,9,來4開,苓,茯苓.
109,30,來開四青平,平,青,6294,9,來4開,櫺,窓櫺.
109,31,來開四青平,平,青,6295,9,來4開,伶,樂人.
109,32,來開四青平,平,青,6296,9,來4開,泠,清泠水.
109,33,來開四青平,平,青,6297,9,來4開,瓴,瓴甋.一曰似罃有耳.
109,34,來開四青平,平,青,6298,9,來4開,玲,玉聲.
109,35,來開四青平,平,青,6299,9,來4開,酃,地名在湘東.又力鼎反.
109,36,來開四青平,平,青,6300,9,來4開,𦉢,似瓶有耳.
109,37,來開四青平,平,青,6301,9,來4開,𩖊,瘦.
109,38,來開四青平,平,青,6302,9,來4開,聆,以耳取聲.
109,39,來開四青平,平,青,6303,9,來4開,竛,竛竮行不正.
109,40,來開四青平,平,青,6304,9,來4開,𪕌,𪕍𪕌鼠.
109,41,來開四青平,平,青,6305,9,來4開,蘦,菜名似葵可茹.
109,42,來開四青平,平,青,6306,9,來4開,笭,笭箐小籠.
109,43,來開四青平,平,青,6307,9,來4開,軨,.
109,57,來開四青平,平,青,6321,9,來4開,䴇,䴇鳥.
110,7,泥開四青平,平,青,6329,10,泥4開,寧,奴丁反.一.
110,13,透開四青平,平,青,6335,11,透4開,汀,水際平沙.他丁反.六.
110,14,透開四青平,平,青,6336,11,透4開,訂,平.
110,16,透開四青平,平,青,6338,11,透4開,綎,絲綬帶綎.
110,17,透開四青平,平,青,6339,11,透4開,聽,.
110,18,透開四青平,平,青,6340,11,透4開,廳,屋.
110,19,透開四青平,平,青,6341,11,透4開,町,田處.又徒頂反.
110,23,影開四青平,平,青,6345,12,影4開,鯖,魚青色頭有枕骨.於刑反.一.
110,24,明四青平,平,青,6346,13,明4,冥,暗.莫經反.九.
110,25,明四青平,平,青,6347,13,明4,榠,榠樝.
110,26,明四青平,平,青,6348,13,明4,銘,.
110,27,明四青平,平,青,6349,13,明4,鄍,晉邑.
110,28,明四青平,平,青,6350,13,明4,溟,溟濛小雨.
110,29,明四青平,平,青,6351,13,明4,䫤,眉目間.
110,31,明四青平,平,青,6353,13,明4,螟,螟蛉.
110,32,明四青平,平,青,6354,13,明4,𧱴,小豚.
110,33,明四青平,平,青,6355,13,明4,蓂,蓂莢瑞草.
110,38,並四青平,平,青,6360,14,並4,瓶,汲水器.薄經反.十一.
110,39,並四青平,平,青,6361,14,並4,蛢,以翼鳴蟲.
110,40,並四青平,平,青,6362,14,並4,䶄,鼠子.
110,41,並四青平,平,青,6363,14,並4,屏,屏風.又必郢反.
110,42,並四青平,平,青,6364,14,並4,荓,荓翳雨師名.
110,43,並四青平,平,青,6365,14,並4,䈂,竹名.
110,44,並四青平,平,青,6366,14,並4,軿,輜軿車.
110,45,並四青平,平,青,6367,14,並4,萍,水上浮萍.或作蓱.
110,47,並四青平,平,青,6369,14,並4,竮,竛竮.
110,48,並四青平,平,青,6370,14,並4,䓑,馬帚草似蓍.
110,49,並四青平,平,青,6371,14,並4,郱,郱城在東莞.
110,53,匣合四青平,平,青,6375,15,匣4合,熒,光.胡丁反.四.
110,54,匣合四青平,平,青,6376,15,匣4合,褮,衣開孔.
110,55,匣合四青平,平,青,6377,15,匣4合,螢,蟲.
110,56,匣合四青平,平,青,6378,15,匣4合,滎,小水.
111,1,見合四青平,平,青,6381,16,見4合,扃,戸外閉關.古螢反.六.
111,2,見合四青平,平,青,6382,16,見4合,駉,駿馬.
111,3,見合四青平,平,青,6383,16,見4合,駫,馬肥.
111,5,見合四青平,平,青,6385,16,見4合,坰,郊外林外.
111,6,見合四青平,平,青,6386,16,見4合,熲,光.又古鼎反.
111,7,見合四青平,平,青,6387,16,見4合,𪕍,𪕍𪕌鼠.
111,11,云三C尤平,平,尤,6391,1,云3,尤,雨求反.七.
111,12,云三C尤平,平,尤,6392,1,云3,𣏞,木名.
111,13,云三C尤平,平,尤,6393,1,云3,腄,縣名在東萊.
111,14,云三C尤平,平,尤,6394,1,云3,疣,疣結病.
111,16,云三C尤平,平,尤,6396,1,云3,沋,水名在髙密.
111,17,云三C尤平,平,尤,6397,1,云3,郵,境上舍.
111,18,云三C尤平,平,尤,6398,1,云3,訧,過.
111,19,影三C尤平,平,尤,6399,2,影3,憂,於求反.十.
111,20,影三C尤平,平,尤,6400,2,影3,優,優倡.
111,21,影三C尤平,平,尤,6401,2,影3,瀀,瀀渥.
111,22,影三C尤平,平,尤,6402,2,影3,麀,麀鹿.
111,23,影三C尤平,平,尤,6403,2,影3,𢖒,𢖒游.
111,24,影三C尤平,平,尤,6404,2,影3,櫌,打塊槌.
111,25,影三C尤平,平,尤,6405,2,影3,鄾,地名在鄧.
111,26,影三C尤平,平,尤,6406,2,影3,𢆶,微小.
111,27,影三C尤平,平,尤,6407,2,影3,怮,含怒不言.
111,28,影三C尤平,平,尤,6408,2,影3,嚘,欭嚘歎.
111,36,來三尤平,平,尤,6416,3,來3,劉,力求反.十八.
111,37,來三尤平,平,尤,6417,3,來3,留,.
111,38,來三尤平,平,尤,6418,3,來3,蒥,蒥荑藥名.
111,39,來三尤平,平,尤,6419,3,來3,勠,并力.左傳勠力同心.又力逐反.
111,40,來三尤平,平,尤,6420,3,來3,摎,縛殺.秦有摎毐.毐字哀亥反.
111,41,來三尤平,平,尤,6421,3,來3,鶹,鶹離鳥少美長醜.
111,42,來三尤平,平,尤,6422,3,來3,駵,馬白腹.
111,43,來三尤平,平,尤,6423,3,來3,騮,驊騮周穆王馬.
111,44,來三尤平,平,尤,6424,3,來3,疁,田不耕而火種.
111,45,來三尤平,平,尤,6425,3,來3,𥹷,粰𥹷饊.
111,46,來三尤平,平,尤,6426,3,來3,流,.
111,47,來三尤平,平,尤,6427,3,來3,旒,旒旗.
111,48,來三尤平,平,尤,6428,3,來3,飂,髙風.
111,49,來三尤平,平,尤,6429,3,來3,瘤,肉起病.
111,50,來三尤平,平,尤,6430,3,來3,榴,.
111,51,來三尤平,平,尤,6431,3,來3,瑬,美金.
111,52,來三尤平,平,尤,6432,3,來3,瑠,瑠璃.
111,53,來三尤平,平,尤,6433,3,來3,𪕚,食竹根鼠.又力久反.
112,10,清三尤平,平,尤,6448,4,清3,秋,七遊反.六.
112,11,清三尤平,平,尤,6449,4,清3,鞧,車鞧.
112,12,清三尤平,平,尤,6450,4,清3,鶖,鵚鶖.
112,14,清三尤平,平,尤,6452,4,清3,鰍,魚名.
112,15,清三尤平,平,尤,6453,4,清3,萩,蕭似蒿.
112,16,清三尤平,平,尤,6454,4,清3,楸,木名.
112,22,以三尤平,平,尤,6460,5,羊3,猷,以周反.十九.
112,23,以三尤平,平,尤,6461,5,羊3,悠,逺.
112,24,以三尤平,平,尤,6462,5,羊3,油,.
112,25,以三尤平,平,尤,6463,5,羊3,由,.
112,26,以三尤平,平,尤,6464,5,羊3,猶,.
112,27,以三尤平,平,尤,6465,5,羊3,攸,所.
112,28,以三尤平,平,尤,6466,5,羊3,蕕,水中細草.
112,29,以三尤平,平,尤,6467,5,羊3,浟,水流皃.
112,31,以三尤平,平,尤,6469,5,羊3,遊,.
112,32,以三尤平,平,尤,6470,5,羊3,逌,氣行.
112,33,以三尤平,平,尤,6471,5,羊3,𢋅,歋𢋅手相弄.
112,34,以三尤平,平,尤,6472,5,羊3,冘,冘豫不定.
112,35,以三尤平,平,尤,6473,5,羊3,𨙂,行.
112,36,以三尤平,平,尤,6474,5,羊3,輶,輶車.又易受易授二反.
112,37,以三尤平,平,尤,6475,5,羊3,蘨,草盛.
112,38,以三尤平,平,尤,6476,5,羊3,秞,禾盛.
112,39,以三尤平,平,尤,6477,5,羊3,蚰,蚰蜒.
112,40,以三尤平,平,尤,6478,5,羊3,蝣,蜉蝣.
112,41,以三尤平,平,尤,6479,5,羊3,櫾,木名出崑崙山.
113,5,疑三C尤平,平,尤,6501,6,疑3,牛,語求反.一.
113,6,精三尤平,平,尤,6502,7,精3,遒,盡.即由反.又字秋反.四.
113,7,精三尤平,平,尤,6503,7,精3,鮂,烏化為魚項上有細骨如鳥毛.
113,8,精三尤平,平,尤,6504,7,精3,䎿,耳鳴.
113,9,精三尤平,平,尤,6505,7,精3,蝤,蝤蛑似蟹而大生海邊.
113,17,從三尤平,平,尤,6513,8,從3,酋,長.字秋反.二.
113,18,從三尤平,平,尤,6514,8,從3,㥢,傲.
113,31,心三尤平,平,尤,6527,9,心3,脩,脯.息流反.四.
113,32,心三尤平,平,尤,6528,9,心3,羞,.
113,33,心三尤平,平,尤,6529,9,心3,修,治.
113,34,心三尤平,平,尤,6530,9,心3,𩛢,𩛢饙.饙字甫文反.
113,38,徹三尤平,平,尤,6534,10,徹3,抽,勑鳩反.三.
113,39,徹三尤平,平,尤,6535,10,徹3,惆,惆悵.
113,40,徹三尤平,平,尤,6536,10,徹3,瘳,病瘥.
113,46,昌三尤平,平,尤,6542,11,昌3,犨,白色牛.赤周反.一.
113,47,章三尤平,平,尤,6543,12,章3,周,職鳩反.六.
113,48,章三尤平,平,尤,6544,12,章3,州,.
113,49,章三尤平,平,尤,6545,12,章3,洲,洲渚.
113,51,章三尤平,平,尤,6547,12,章3,賙,賙贍.
113,52,章三尤平,平,尤,6548,12,章3,喌,呼雞聲.
113,53,章三尤平,平,尤,6549,12,章3,舟,.
113,57,常三尤平,平,尤,6553,13,常3,讎,匹.市流反.四.
113,58,常三尤平,平,尤,6554,13,常3,酬,酬酢.或作醻.
114,1,常三尤平,平,尤,6555,13,常3,詶,以言答.又時又反.
114,2,常三尤平,平,尤,6556,13,常3,雔,雙鳥.
114,5,日三尤平,平,尤,6559,14,日3,柔,耳由反.七.
114,6,日三尤平,平,尤,6560,14,日3,㽥,良田.
114,7,日三尤平,平,尤,6561,14,日3,鍒,柔鐵.
114,8,日三尤平,平,尤,6562,14,日3,騥,馬青驪.
114,9,日三尤平,平,尤,6563,14,日3,葇,香葇.
114,10,日三尤平,平,尤,6564,14,日3,鞣,鞣皮.
114,12,日三尤平,平,尤,6566,14,日3,蹂,踐穀.
114,21,書三尤平,平,尤,6575,15,書3,收,式周反.一.
114,22,溪三C尤平,平,尤,6576,16,溪3,丘,去求反.三.
114,23,溪三C尤平,平,尤,6577,16,溪3,蓲,烏蓲草名.又央富反.
114,24,溪三C尤平,平,尤,6578,16,溪3,蚯,蚯蚓蟲.
114,27,滂三C尤平,平,尤,6581,17,敷3,䬌,風吹皃.匹尤反.二.
114,28,滂三C尤平,平,尤,6582,17,敷3,𥝣,一糓二米.又芳鄙反.
114,35,精三尤平,平,尤,6589,,精3,啾,子由反.一.
114,37,見三C尤平,平,尤,6591,18,見3,鳩,居求反.三.
114,41,見三C尤平,平,尤,6595,18,見3,𦫶,秦𦫶藥名.或作穋.又居由反.
114,42,見三C尤平,平,尤,6596,18,見3,𠠳,大力.
114,46,幫三C尤平,平,尤,6600,19,非3,不,甫鳩反.又甫救甫九二反.一.
114,48,生三尤平,平,尤,6602,20,生3,𢯱,索.俗作搜.所鳩反.十.
114,49,生三尤平,平,尤,6603,20,生3,𩜯,飯壞.
114,50,生三尤平,平,尤,6604,20,生3,䬒,䬒飋風皃.
114,51,生三尤平,平,尤,6605,20,生3,𣸈,小便.
114,52,生三尤平,平,尤,6606,20,生3,䤹,䤹馬耳.
114,53,生三尤平,平,尤,6607,20,生3,廋,論語人焉廋哉.
114,54,生三尤平,平,尤,6608,20,生3,蒐,春畋.
114,56,生三尤平,平,尤,6610,20,生3,䐹,乾魚.
114,57,生三尤平,平,尤,6611,20,生3,𨜛,北方國.
114,58,生三尤平,平,尤,6612,20,生3,䗏,蛷䗏蟲.
115,5,初三尤平,平,尤,6617,21,初3,搊,手搊.楚尤反.二.
115,6,初三尤平,平,尤,6618,21,初3,篘,篘酒.或作醔.
115,9,莊三尤平,平,尤,6621,22,莊3,鄒,地名.側鳩反.五.
115,10,莊三尤平,平,尤,6622,22,莊3,騶,廐御.一曰騶虞.
115,11,莊三尤平,平,尤,6623,22,莊3,齱,齱齵齒偏.
115,12,莊三尤平,平,尤,6624,22,莊3,陬,鄉名.一曰隅.
115,13,莊三尤平,平,尤,6625,22,莊3,緅,青赤色.
115,19,崇三尤平,平,尤,6631,23,崇3,愁,士求反.一.
115,21,曉三C尤平,平,尤,6633,24,曉3,休,許尤反.三.
115,22,曉三C尤平,平,尤,6634,24,曉3,貅,貔貅.
115,24,曉三C尤平,平,尤,6636,24,曉3,鵂,鵂鶹鳥.
115,32,溪三C尤平,平,尤,6644,25,溪3,惆,戾.去愁反.一.
115,33,邪三尤平,平,尤,6645,26,邪3,囚,似由反.二.
115,34,邪三尤平,平,尤,6646,26,邪3,泅,浮.
115,38,澄三尤平,平,尤,6650,27,澄3,儔,直由反.十三.
115,39,澄三尤平,平,尤,6651,27,澄3,躊,躊躇.
115,40,澄三尤平,平,尤,6652,27,澄3,幬,帳.
115,41,澄三尤平,平,尤,6653,27,澄3,裯,襌被.
115,42,澄三尤平,平,尤,6654,27,澄3,疇,田疇.
115,43,澄三尤平,平,尤,6655,27,澄3,紬,紬綾.
115,44,澄三尤平,平,尤,6656,27,澄3,綢,綢繆.
115,45,澄三尤平,平,尤,6657,27,澄3,稠,稠穊.
115,46,澄三尤平,平,尤,6658,27,澄3,薵,薵藸葱.
115,47,澄三尤平,平,尤,6659,27,澄3,檮,木名.
115,48,澄三尤平,平,尤,6660,27,澄3,鯈,魚子.
115,49,澄三尤平,平,尤,6661,27,澄3,籌,筭.
115,50,澄三尤平,平,尤,6662,27,澄3,𠷎,咨.
116,4,知三尤平,平,尤,6674,28,知3,輈,車轅.張流反.四.
116,5,知三尤平,平,尤,6675,28,知3,盩,盩厔縣在扶風.
116,6,知三尤平,平,尤,6676,28,知3,啁,啁噍鳥聲.
116,7,知三尤平,平,尤,6677,28,知3,譸,譸張.
116,10,羣三C尤平,平,尤,6680,29,群3,裘,巨鳩反.十二.
116,11,羣三C尤平,平,尤,6681,29,群3,求,.
116,12,羣三C尤平,平,尤,6682,29,群3,銶,鑿屬.
116,13,羣三C尤平,平,尤,6683,29,群3,仇,.
116,15,羣三C尤平,平,尤,6685,29,群3,厹,地名在臨淮.
116,16,羣三C尤平,平,尤,6686,29,群3,頄,頰.
116,17,羣三C尤平,平,尤,6687,29,群3,蛷,蛷䗏.
116,18,羣三C尤平,平,尤,6688,29,群3,逑,逑匹.
116,19,羣三C尤平,平,尤,6689,29,群3,球,玉磬.
116,20,羣三C尤平,平,尤,6690,29,群3,賕,賕財.
116,21,羣三C尤平,平,尤,6691,29,群3,艽,地名.詩云至于艽野.
116,22,羣三C尤平,平,尤,6692,29,群3,鼽,月令曰民多鼽嚔.
116,46,並三C尤平,平,尤,6716,30,奉3,浮,薄謀反.十七.
116,47,並三C尤平,平,尤,6717,30,奉3,哹,吹氣.又拂謀反.
116,48,並三C尤平,平,尤,6718,30,奉3,桴,齊人云屋棟.
116,50,並三C尤平,平,尤,6720,30,奉3,枹,鼓槌.
116,51,並三C尤平,平,尤,6721,30,奉3,𥰛,竹有文.
116,52,並三C尤平,平,尤,6722,30,奉3,罦,車上網.
116,53,並三C尤平,平,尤,6723,30,奉3,琈,玉名.
116,54,並三C尤平,平,尤,6724,30,奉3,涪,水名在巴西.
116,55,並三C尤平,平,尤,6725,30,奉3,粰,粰𥹷.
116,56,並三C尤平,平,尤,6726,30,奉3,䳕,䳕鳩.
116,57,並三C尤平,平,尤,6727,30,奉3,罘,罝.
116,58,並三C尤平,平,尤,6728,30,奉3,䱐,魚名.
117,1,並三C尤平,平,尤,6729,30,奉3,芣,芣苢.
117,2,並三C尤平,平,尤,6730,30,奉3,蜉,蚍蜉.
117,3,並三C尤平,平,尤,6731,30,奉3,烰,火氣.
117,4,並三C尤平,平,尤,6732,30,奉3,裒,.
117,5,並三C尤平,平,尤,6733,30,奉3,鉜,鉜鏂.
117,14,明三C尤平,平,尤,6742,31,明3,謀,莫浮反.十二.
117,15,明三C尤平,平,尤,6743,31,明3,雺,天氣降地氣不應.又莫貢反.
117,16,明三C尤平,平,尤,6744,31,明3,眸,目瞳子.
117,17,明三C尤平,平,尤,6745,31,明3,牟,牛聲.
117,18,明三C尤平,平,尤,6746,31,明3,侔,等.
117,20,明三C尤平,平,尤,6748,31,明3,矛,㦸.
117,21,明三C尤平,平,尤,6749,31,明3,鍪,兜鍪.
117,22,明三C尤平,平,尤,6750,31,明3,麰,麰麥.
117,23,明三C尤平,平,尤,6751,31,明3,䱕,魚名.
117,24,明三C尤平,平,尤,6752,31,明3,堥,堆堥小隴.
117,25,明三C尤平,平,尤,6753,31,明3,蝥,食穀蟲.
117,33,明三C尤平,平,尤,6761,31,明3,蛑,蝤蛑似蟹.
117,35,匣一侯平,平,侯,6763,1,匣1,侯,胡溝反.十二.
117,36,匣一侯平,平,侯,6764,1,匣1,猴,猨.
117,37,匣一侯平,平,侯,6765,1,匣1,翵,鳥羽.
117,38,匣一侯平,平,侯,6766,1,匣1,喉,咽喉.
117,39,匣一侯平,平,侯,6767,1,匣1,篌,箜篌.
117,40,匣一侯平,平,侯,6768,1,匣1,帿,射張布.
117,42,匣一侯平,平,侯,6770,1,匣1,䫛,䫛䫘大言.
117,43,匣一侯平,平,侯,6771,1,匣1,鍭,大箭.
117,44,匣一侯平,平,侯,6772,1,匣1,鯸,鯸鮐魚名.
117,45,匣一侯平,平,侯,6773,1,匣1,餱,亁食.
117,46,匣一侯平,平,侯,6774,1,匣1,糇,粮.
117,47,匣一侯平,平,侯,6775,1,匣1,銗,鏂銗所以鉗頭.
117,54,影一侯平,平,侯,6782,2,影1,謳,烏侯反.八.
117,55,影一侯平,平,侯,6783,2,影1,䙔,小𠒇涎衣.
117,56,影一侯平,平,侯,6784,2,影1,鏂,鉜鏂丁.又鏂銗.
117,57,影一侯平,平,侯,6785,2,影1,甌,器.
117,58,影一侯平,平,侯,6786,2,影1,膒,久脂.
118,3,影一侯平,平,侯,6789,2,影1,鷗,水鳥.
118,4,影一侯平,平,侯,6790,2,影1,櫙,刺榆.
118,6,影一侯平,平,侯,6792,2,影1,歐,歐陽姓.
118,12,泥一侯平,平,侯,6798,3,泥1,羺,胡羊.女溝反.三.
118,13,泥一侯平,平,侯,6799,3,泥1,䨲,兔子.
118,14,泥一侯平,平,侯,6800,3,泥1,獳,犬怒.
118,15,來一侯平,平,侯,6801,4,來1,樓,落侯反.十四.
118,16,來一侯平,平,侯,6802,4,來1,婁,星名.
118,17,來一侯平,平,侯,6803,4,來1,耬,種具.
118,18,來一侯平,平,侯,6804,4,來1,髏,髑髏.
118,19,來一侯平,平,侯,6805,4,來1,摟,探取.
118,20,來一侯平,平,侯,6806,4,來1,膢,祭名.又力于反.
118,21,來一侯平,平,侯,6807,4,來1,𤬏,𤫱𤬏壺盧別名.
118,22,來一侯平,平,侯,6808,4,來1,廔,廲廔綺䆫.
118,23,來一侯平,平,侯,6809,4,來1,剅,小穿.
118,24,來一侯平,平,侯,6810,4,來1,嘍,嘍唳鳥聲.
118,25,來一侯平,平,侯,6811,4,來1,瞜,視皃.
118,26,來一侯平,平,侯,6812,4,來1,𦎹,土𦎹似羊.
118,27,來一侯平,平,侯,6813,4,來1,螻,螻蛄.
118,28,來一侯平,平,侯,6814,4,來1,簍,籠.
118,39,心一侯平,平,侯,6825,5,心1,涑,浣.速侯反.一.
118,42,溪一侯平,平,侯,6828,6,溪1,彄,弓彄.恪侯反.六.
118,43,溪一侯平,平,侯,6829,6,溪1,摳,摳衣.
118,44,溪一侯平,平,侯,6830,6,溪1,剾,斲裏.又乙侯反.
118,45,溪一侯平,平,侯,6831,6,溪1,韝,射𤿧.
118,46,溪一侯平,平,侯,6832,6,溪1,𢂁,指𢂁.
118,47,溪一侯平,平,侯,6833,6,溪1,滱,水名在北地.又口𠋫反.
118,52,曉一侯平,平,侯,6838,7,曉1,齁,齁䶎鼻息.呼侯反.一.
118,53,精一侯平,平,侯,6839,8,精1,𣠏,麻幹.子侯反.一.
118,57,透一侯平,平,侯,6843,9,透1,偷,託侯反.四.
118,58,透一侯平,平,侯,6844,9,透1,鍮,鍮石.
119,1,透一侯平,平,侯,6845,9,透1,媮,女巧黠.又苟且.
119,2,透一侯平,平,侯,6846,9,透1,緰,紫布.
119,3,定一侯平,平,侯,6847,10,定1,頭,度侯反.三.
119,4,定一侯平,平,侯,6848,10,定1,㓱,剾㓱足筋.
119,5,定一侯平,平,侯,6849,10,定1,投,擲.
119,14,疑一侯平,平,侯,6858,11,疑1,齵,齱齵.五侯反.一.
119,15,見一侯平,平,侯,6859,12,見1,鉤,古侯反.十四.
119,16,見一侯平,平,侯,6860,12,見1,𠛎,鐮.
119,17,見一侯平,平,侯,6861,12,見1,句,句龍.
119,18,見一侯平,平,侯,6862,12,見1,溝,.
119,19,見一侯平,平,侯,6863,12,見1,褠,單衣.
119,20,見一侯平,平,侯,6864,12,見1,韝,臂捍.
119,21,見一侯平,平,侯,6865,12,見1,緱,緱氏縣.又刀劔頭纏絲.
119,22,見一侯平,平,侯,6866,12,見1,篝,籠.
119,23,見一侯平,平,侯,6867,12,見1,𥴴,桃枝竹.
119,24,見一侯平,平,侯,6868,12,見1,𪓟,𪓟鼈似龜.
119,25,見一侯平,平,侯,6869,12,見1,㗕,唱㗕.
119,26,見一侯平,平,侯,6870,12,見1,𤫱,𤫱𤬏.
119,27,見一侯平,平,侯,6871,12,見1,冓,𢿙名十秭曰冓.
119,28,見一侯平,平,侯,6872,12,見1,䑦,䑦𦪇船名.
119,30,端一侯平,平,侯,6874,13,端1,兜,兜鍪.當侯反.五.
119,31,端一侯平,平,侯,6875,13,端1,侸,佔侸垂下皃.
119,32,端一侯平,平,侯,6876,13,端1,吺,輕出言.
119,33,端一侯平,平,侯,6877,13,端1,篼,食馬籠.
119,34,端一侯平,平,侯,6878,13,端1,𥆖,𥆖眵目汁凝.
119,37,從一侯平,平,侯,6881,14,從1,㔌,細斷.徂鉤反.一.
119,41,影開三A幽平,平,幽,6885,1,影A,幽,於虬反.三.
119,42,影開三A幽平,平,幽,6886,1,影A,泑,澤名在崑崙山下.
119,43,影開三A幽平,平,幽,6887,1,影A,呦,鹿鳴.
119,48,羣開三A幽平,平,幽,6892,2,群A,虬,虬龍.渠幽反.又居幽反.四.
119,49,羣開三A幽平,平,幽,6893,2,群A,觩,匕曲.
119,50,羣開三A幽平,平,幽,6894,2,群A,璆,玉名.
119,51,羣開三A幽平,平,幽,6895,2,群A,𧢳,角爵皃.
119,55,幫三B幽平,平,幽,6899,3,幫B,彪,虎文.甫烋反.三.
119,56,幫三B幽平,平,幽,6900,3,幫B,髟,髮垂.又所銜反.
119,57,幫三B幽平,平,幽,6901,3,幫B,驫,馬走.
119,58,見開三A幽平,平,幽,6902,4,見A,樛,木下垂.居糺反.一.
120,5,來開三幽平,平,幽,6907,5,來3,鏐,紫磨金.力幽反.一.
120,7,並三B幽平,平,幽,6909,6,並B,淲,水流.扶彪反.一.
120,8,精開三幽平,平,幽,6910,7,精3,稵,禾生名.子幽反.一.
